id	model	local_AUC	local_P@L	local_P@L2	local_P@L5	short_AUC	short_P@L	short_P@L2	short_P@L5	medium_AUC	medium_P@L	medium_P@L2	medium_P@L5	long_AUC	long_P@L	long_P@L2	long_P@L5	tm_score	plddt
cut0000_ptm0.870_r3	ESM-2 (Unsupervised)	0.6625317335128784	0.4838709533214569	0.695652186870575	0.7777777910232544	0.4318826794624328	0.2688172161579132	0.4130434691905975	0.5555555820465088	0.6273452043533325	0.4301075339317322	0.6304348111152649	0.7777777910232544	0.7302008867263794	0.5483871102333069	0.717391312122345	0.8333333134651184	1.0	92.90097849462367
cut0001_ptm0.851_r3	ESM-2 (Unsupervised)	0.6632110476493835	0.4838709533214569	0.717391312122345	0.7777777910232544	0.4358747601509094	0.2688172161579132	0.4347825944423675	0.5555555820465088	0.624992847442627	0.4301075339317322	0.6304348111152649	0.7777777910232544	0.7313064336776733	0.5591397881507874	0.717391312122345	0.8888888955116272	0.98637	91.78091397849464
cut0002_ptm0.849_r3	ESM-2 (Unsupervised)	0.632620632648468	0.4838709533214569	0.6739130616188049	0.7222222089767456	0.4294683337211609	0.2688172161579132	0.4347825944423675	0.5555555820465088	0.6282649040222168	0.4301075339317322	0.6086956262588501	0.7777777910232544	0.7068846821784973	0.5376344323158264	0.695652186870575	0.8333333134651184	0.96673	91.9868494623656
cut0003_ptm0.839_r3	ESM-2 (Unsupervised)	0.6126745343208313	0.4838709533214569	0.6304348111152649	0.6666666865348816	0.4157771468162536	0.2580645084381103	0.4347825944423675	0.5	0.6364359855651855	0.4408602118492126	0.6304348111152649	0.7777777910232544	0.6913769841194153	0.5161290168762207	0.695652186870575	0.7777777910232544	0.95454	91.77890322580643
cut0004_ptm0.842_r3	ESM-2 (Unsupervised)	0.5985063314437866	0.4838709533214569	0.5869565010070801	0.6666666865348816	0.4172786772251129	0.2580645084381103	0.4347825944423675	0.5555555820465088	0.6270248889923096	0.4301075339317322	0.6304348111152649	0.7777777910232544	0.6967453360557556	0.5161290168762207	0.695652186870575	0.8333333134651184	0.93827	92.32534408602149
cut0005_ptm0.825_r3	ESM-2 (Unsupervised)	0.6185179948806763	0.4838709533214569	0.6086956262588501	0.6666666865348816	0.4023875594139099	0.2580645084381103	0.3913043439388275	0.5	0.6194709539413452	0.4301075339317322	0.6304348111152649	0.7777777910232544	0.6569927334785461	0.4838709533214569	0.6521739363670349	0.8333333134651184	0.92669	90.66941935483874
cut0006_ptm0.833_r3	ESM-2 (Unsupervised)	0.574664831161499	0.4838709533214569	0.5869565010070801	0.6111111044883728	0.4007059931755066	0.2473118305206298	0.4130434691905975	0.5555555820465088	0.6382088661193848	0.4408602118492126	0.6521739363670349	0.7777777910232544	0.6434234380722046	0.4838709533214569	0.6739130616188049	0.8333333134651184	0.91294	92.00094623655916
cut0007_ptm0.799_r3	ESM-2 (Unsupervised)	0.5555981397628784	0.4623655974864959	0.5652173757553101	0.6111111044883728	0.3668327927589416	0.2258064448833465	0.3695652186870575	0.5	0.6223984956741333	0.4408602118492126	0.6739130616188049	0.7777777910232544	0.5896728038787842	0.4408602118492126	0.5869565010070801	0.7222222089767456	0.90038	89.16118279569892
cut0008_ptm0.796_r3	ESM-2 (Unsupervised)	0.5482926964759827	0.4408602118492126	0.52173912525177	0.6111111044883728	0.3727756440639496	0.2258064448833465	0.3695652186870575	0.5	0.6224473118782043	0.4516128897666931	0.6521739363670349	0.7777777910232544	0.5677769780158997	0.4408602118492126	0.54347825050354	0.7222222089767456	0.8692	89.46687096774195
cut0009_ptm0.773_r3	ESM-2 (Unsupervised)	0.5722903609275818	0.4731182754039764	0.5652173757553101	0.5555555820465088	0.4373716413974762	0.2903225719928741	0.4347825944423675	0.6111111044883728	0.6395056843757629	0.4623655974864959	0.695652186870575	0.7777777910232544	0.5846360921859741	0.4301075339317322	0.5869565010070801	0.7222222089767456	0.955	88.50917204301076
cut0010_ptm0.827_r3	ESM-2 (Unsupervised)	0.5943430662155151	0.4946236610412597	0.5869565010070801	0.6111111044883728	0.4338167309761047	0.3225806355476379	0.4130434691905975	0.6111111044883728	0.6311783790588379	0.4731182754039764	0.695652186870575	0.7222222089767456	0.5750844478607178	0.4301075339317322	0.52173912525177	0.7777777910232544	0.96327	91.35221505376346
cut0011_ptm0.815_r3	ESM-2 (Unsupervised)	0.5749092102050781	0.4838709533214569	0.5869565010070801	0.6111111044883728	0.431300938129425	0.3118279576301574	0.4347825944423675	0.6111111044883728	0.6319599151611328	0.4838709533214569	0.6521739363670349	0.7222222089767456	0.5745299458503723	0.4193548262119293	0.52173912525177	0.7777777910232544	0.96763	91.02162365591397
cut0012_ptm0.820_r3	ESM-2 (Unsupervised)	0.5712896585464478	0.4838709533214569	0.5652173757553101	0.5555555820465088	0.4302140772342682	0.301075279712677	0.4565217494964599	0.5555555820465088	0.6293667554855347	0.4838709533214569	0.6521739363670349	0.7777777910232544	0.5871795415878296	0.4301075339317322	0.52173912525177	0.8333333134651184	0.96656	90.94659139784946
cut0013_ptm0.750_r3	ESM-2 (Unsupervised)	0.5273171663284302	0.4408602118492126	0.5	0.6111111044883728	0.3270977139472961	0.2258064448833465	0.3478260934352875	0.3888888955116272	0.6044117212295532	0.4301075339317322	0.6304348111152649	0.7777777910232544	0.5904232859611511	0.4301075339317322	0.52173912525177	0.7777777910232544	0.83919	89.19123655913981
cut0014_ptm0.758_r3	ESM-2 (Unsupervised)	0.5235289335250854	0.4408602118492126	0.47826087474823	0.6111111044883728	0.3319020867347717	0.2365591377019882	0.3695652186870575	0.3888888955116272	0.61317378282547	0.4301075339317322	0.6304348111152649	0.7777777910232544	0.5704411864280701	0.3870967626571655	0.5	0.8333333134651184	0.83068	89.2125806451613
cut0015_ptm0.742_r3	ESM-2 (Unsupervised)	0.6356819272041321	0.4838709533214569	0.6086956262588501	0.7777777910232544	0.3324730694293976	0.2473118305206298	0.304347813129425	0.3888888955116272	0.6253563165664673	0.4086021482944488	0.6521739363670349	0.8333333134651184	0.5825751423835754	0.3870967626571655	0.52173912525177	0.7777777910232544	0.82146	88.68059139784944
cut0016_ptm0.712_r3	ESM-2 (Unsupervised)	0.6402784585952759	0.4838709533214569	0.5869565010070801	0.8333333134651184	0.2783842086791992	0.2150537669658661	0.260869562625885	0.3333333432674408	0.6311908960342407	0.3978494703769684	0.6086956262588501	0.9444444179534912	0.5612166523933411	0.3440860211849212	0.54347825050354	0.7222222089767456	0.80641	88.00162365591397
cut0017_ptm0.724_r3	ESM-2 (Unsupervised)	0.6361113786697388	0.4731182754039764	0.6086956262588501	0.7222222089767456	0.2958664000034332	0.2258064448833465	0.260869562625885	0.3888888955116272	0.5917869806289673	0.3548386991024017	0.5652173757553101	0.9444444179534912	0.5217682123184204	0.3548386991024017	0.5	0.7222222089767456	0.79844	89.71519354838709
cut0018_ptm0.693_r3	ESM-2 (Unsupervised)	0.6468656659126282	0.4731182754039764	0.6521739363670349	0.7222222089767456	0.2934600412845611	0.2150537669658661	0.260869562625885	0.3333333432674408	0.5427592992782593	0.3118279576301574	0.47826087474823	0.8888888955116272	0.5167572498321533	0.2903225719928741	0.5	0.7222222089767456	0.78715	88.93641935483872
cut0019_ptm0.569_r3	ESM-2 (Unsupervised)	0.5936717391014099	0.3978494703769684	0.54347825050354	0.7777777910232544	0.3243301510810852	0.2150537669658661	0.304347813129425	0.5	0.5162200331687927	0.3118279576301574	0.47826087474823	0.7777777910232544	0.5208468437194824	0.301075279712677	0.47826087474823	0.7222222089767456	0.83087	75.67117204301076
cut0020_ptm0.632_r3	ESM-2 (Unsupervised)	0.6381999254226685	0.4408602118492126	0.6086956262588501	0.8333333134651184	0.3451021909713745	0.2365591377019882	0.3260869681835174	0.5555555820465088	0.5359286665916443	0.3333333432674408	0.47826087474823	0.7777777910232544	0.519389271736145	0.2903225719928741	0.5	0.7222222089767456	0.89231	80.09594623655914
cut0021_ptm0.645_r3	ESM-2 (Unsupervised)	0.6499636769294739	0.4516128897666931	0.6304348111152649	0.7777777910232544	0.3549934923648834	0.2473118305206298	0.3260869681835174	0.5555555820465088	0.5288047194480896	0.3440860211849212	0.5	0.7777777910232544	0.539979100227356	0.301075279712677	0.52173912525177	0.6666666865348816	0.91151	83.16327956989247
cut0022_ptm0.630_r3	ESM-2 (Unsupervised)	0.639828085899353	0.4516128897666931	0.6086956262588501	0.7777777910232544	0.3806756138801574	0.2580645084381103	0.3478260934352875	0.6111111044883728	0.5165067911148071	0.3225806355476379	0.5	0.6666666865348816	0.5441833138465881	0.301075279712677	0.52173912525177	0.7222222089767456	0.92969	83.62510752688172
cut0023_ptm0.712_r3	ESM-2 (Unsupervised)	0.6427806615829468	0.4623655974864959	0.6304348111152649	0.7222222089767456	0.3677070140838623	0.2365591377019882	0.3478260934352875	0.6111111044883728	0.5307321548461914	0.3333333432674408	0.5	0.7222222089767456	0.5429784655570984	0.301075279712677	0.52173912525177	0.7222222089767456	0.94225	85.60221505376344
cut0024_ptm0.734_r3	ESM-2 (Unsupervised)	0.6803689002990723	0.4623655974864959	0.6739130616188049	0.8888888955116272	0.3368701934814453	0.2150537669658661	0.304347813129425	0.5555555820465088	0.4910167753696441	0.3118279576301574	0.4565217494964599	0.6666666865348816	0.5680539011955261	0.301075279712677	0.5652173757553101	0.8333333134651184	0.89946	85.8892688172043
cut0025_ptm0.733_r3	ESM-2 (Unsupervised)	0.7226446866989136	0.5268816947937012	0.717391312122345	0.8888888955116272	0.3303205370903015	0.2150537669658661	0.304347813129425	0.5555555820465088	0.4964713156223297	0.3118279576301574	0.4565217494964599	0.6666666865348816	0.5657476186752319	0.3118279576301574	0.5869565010070801	0.7777777910232544	0.9125	85.8575806451613
cut0026_ptm0.753_r3	ESM-2 (Unsupervised)	0.6804959177970886	0.4946236610412597	0.6739130616188049	0.8333333134651184	0.3117581307888031	0.2150537669658661	0.304347813129425	0.4444444477558136	0.5128836035728455	0.3118279576301574	0.47826087474823	0.7222222089767456	0.5781003832817078	0.3118279576301574	0.5869565010070801	0.8333333134651184	0.92092	86.33170967741937
cut0027_ptm0.753_r3	ESM-2 (Unsupervised)	0.6777526140213013	0.4838709533214569	0.6739130616188049	0.7777777910232544	0.3741257488727569	0.2473118305206298	0.3695652186870575	0.5	0.5031758546829224	0.301075279712677	0.47826087474823	0.6666666865348816	0.586974024772644	0.3225806355476379	0.5869565010070801	0.8333333134651184	0.92704	86.95982795698926
